Date,SPY
2008-03-03,-0.14232785754564548
2008-03-04,-0.14560414398930954
2008-03-05,-0.14020778267083267
2008-03-06,-0.15800396716581033
2008-03-07,-0.16667675183062947
2008-03-10,-0.1776626441465422
2008-03-11,-0.14810980525731043
2008-03-12,-0.15607610365120927
2008-03-13,-0.15421333736009868
2008-03-14,-0.16731909919680688
2008-03-17,-0.17573532824265403
2008-03-18,-0.14149261430586568
2008-03-19,-0.16275784421543193
2008-03-20,-0.14724991953545208
2008-03-24,-0.1302050569385096
2008-03-25,-0.1293659804237396
2008-03-26,-0.14001899387757644
2008-03-27,-0.14273028296825385
2008-03-28,-0.15093013733118477
2008-03-31,-0.14795996527600597
2008-04-01,-0.11800278432667077
2008-04-02,-0.11742176936033322
2008-04-03,-0.115226398012503
2008-04-04,-0.11619471065550635
2008-04-07,-0.1157428633660631
2008-04-08,-0.1166471055556626
2008-04-09,-0.12303854399073355
2008-04-10,-0.12181223825063703
2008-04-11,-0.13885662168820578
2008-04-14,-0.14176197032525062
2008-04-15,-0.1397601793644142
2008-04-16,-0.11645304600929507
2008-04-17,-0.11516198530240362
2008-04-18,-0.10592933713503083
2008-04-21,-0.10547748984558758
2008-04-22,-0.10941597454376994
2008-04-23,-0.11083627137889496
2008-04-24,-0.10696233629349017
2008-04-25,-0.09869841147715541
2008-04-28,-0.09850448883346619
2008-04-29,-0.10205547050096542
2008-04-30,-0.10734977087283404
2008-05-01,-0.08888488524612292
2008-05-02,-0.08636662893172642
2008-05-05,-0.09075723472470865
2008-05-06,-0.08288019687700487
2008-05-07,-0.09921487683071539
2008-05-08,-0.10153900514740521
2008-05-09,-0.10321791114167511
2008-05-12,-0.09314563884881955
2008-05-13,-0.09301674497728163
2008-05-14,-0.09114425859601782
2008-05-15,-0.0797810624989489
2008-05-16,-0.0789422597895354
2008-05-19,-0.0764237296697825
2008-05-20,-0.08391333293814218
2008-05-21,-0.09940866257172631
2008-05-22,-0.09927942644349286
2008-05-23,-0.11135307898915014
2008-05-27,-0.10476730720235528
2008-05-28,-0.10063551592253561
2008-05-29,-0.09611567400132015
2008-05-30,-0.0938563691027644
2008-06-02,-0.10321791114167511
2008-06-03,-0.10844752499808807
2008-06-04,-0.10889916693351398
2008-06-05,-0.09107998278859653
2008-06-06,-0.12006857728957199
2008-06-09,-0.11793796090853681
2008-06-10,-0.12232856670151881
2008-06-11,-0.13524115885926802
2008-06-12,-0.13194830719154005
2008-06-13,-0.12097316173586703
2008-06-16,-0.12045642257695044
2008-06-17,-0.12471703927696898
2008-06-18,-0.13323971015512703
2008-06-19,-0.1321419560298729
2008-06-20,-0.1462289678126757
2008-06-23,-0.14707228831047026
2008-06-24,-0.14875920311141588
2008-06-25,-0.14473631791211494
2008-06-26,-0.16796582744868704
2008-06-27,-0.17250777915243398
2008-06-30,-0.16958785038015944
2008-07-01,-0.16699231250391156
2008-07-02,-0.18126729166390132
2008-07-03,-0.18042356045807206
2008-07-07,-0.1887942009120741
2008-07-08,-0.1743893011104598
2008-07-09,-0.19028650855593932
2008-07-10,-0.18697722856682586
2008-07-11,-0.19645075699651526
2008-07-14,-0.2037176880587609
2008-07-15,-0.21494316006154712
2008-07-16,-0.19567212301417647
2008-07-17,-0.18762594190754023
2008-07-18,-0.18256492369934707
2008-07-21,-0.1821107490643742
2008-07-22,-0.17283217004846074
2008-07-23,-0.16835517866552607
2008-07-24,-0.1856145677592289
2008-07-25,-0.18580972252702221
2008-07-28,-0.19774832058062197
2008-07-29,-0.18061830451783079
2008-07-30,-0.1660190029131534
2008-07-31,-0.1770495255021638
2008-08-01,-0.18139693850016947
2008-08-04,-0.18898894497183294
2008-08-05,-0.1671220962428579
2008-08-06,-0.1634238757449401
2008-08-07,-0.17588201946235982
2008-08-08,-0.1605687019394605
2008-08-11,-0.15187373904077073
2008-08-12,-0.1606982803243895
2008-08-13,-0.16575964078927818
2008-08-14,-0.1594654717070777
2008-08-15,-0.15537783154098195
2008-08-18,-0.16692742063443833
2008-08-19,-0.176011734749967
2008-08-20,-0.17218338825640744
2008-08-21,-0.17075556177398066
2008-08-22,-0.15875172959421213
2008-08-25,-0.17581692223886924
2008-08-26,-0.1734163337763971
2008-08-27,-0.1653700842184216
2008-08-28,-0.15524784244801815
2008-08-29,-0.16433195120952937
2008-09-02,-0.16952302696202526
2008-09-03,-0.17023690597756902
2008-09-04,-0.1952181537332207
2008-09-05,-0.19268737082376763
2008-09-08,-0.17601173474996668
2008-09-09,-0.20047336839045937
2008-09-10,-0.19722891181947977
2008-09-11,-0.18561456775922835
2008-09-12,-0.18185145539183734
2008-09-15,-0.22078274380073926
2008-09-16,-0.20774050480672213
2008-09-17,-0.24336319773990167
2008-09-18,-0.2209129382477204
2008-09-19,-0.18997224845810012
2008-09-22,-0.2083109098154985
2008-09-23,-0.22632285293134047
2008-09-24,-0.2238429293668437
2008-09-25,-0.21170417959769594
2008-09-26,-0.21131284329202293
2008-09-29,-0.27311543537995164
2008-09-30,-0.24302983971845238
2008-10-01,-0.2425729270299153
2008-10-02,-0.2700483362285978
2008-10-03,-0.2799027279090769
2008-10-06,-0.3165797768185169
2008-10-07,-0.3471875877460612
2008-10-08,-0.3636335695771592
2008-10-09,-0.40807662826227187
2008-10-10,-0.4224338859318679
2008-10-13,-0.33857278136546554
2008-10-14,-0.34836234962781054
2008-10-15,-0.41251460238191584
2008-10-16,-0.38804140046511426
2008-10-17,-0.3916962228140384
2008-10-20,-0.35514957370559663
2008-10-21,-0.37440158128069556
2008-10-22,-0.4084682383733015
2008-10-23,-0.40161564326666865
2008-10-24,-0.4319623465611906
2008-10-27,-0.4521284190930509
2008-10-28,-0.3881065661399439
2008-10-29,-0.3925446087109268
2008-10-30,-0.3715303214105258
2008-10-31,-0.3680712698914468
2008-11-03,-0.3662439613939934
2008-11-04,-0.3447076641815646
2008-11-05,-0.37224796524972026
2008-11-06,-0.40703274534089473
2008-11-07,-0.3874540195242394
2008-11-10,-0.395481102707265
2008-11-11,-0.4141462769522022
2008-11-12,-0.43992426406938623
2008-11-13,-0.40500946065957866
2008-11-14,-0.4347031039533531
2008-11-17,-0.4422087248350639
2008-11-18,-0.43170127315383744
2008-11-19,-0.468117214430255
2008-11-20,-0.5076006655660611
2008-11-21,-0.4810392186471312
2008-11-24,-0.4450801900592508
2008-11-25,-0.44096821544210263
2008-11-26,-0.4193666498778357
2008-11-28,-0.4120576212420394
2008-12-01,-0.46413663215852197
2008-12-02,-0.44351368116379397
2008-12-03,-0.4301349696123977
2008-12-04,-0.44331791033394885
2008-12-05,-0.4261539424069607
2008-12-08,-0.40611898841515925
2008-12-09,-0.41590800906679126
2008-12-10,-0.41192715298970195
2008-12-11,-0.4260889136348094
2008-12-12,-0.41923645543085475
2008-12-15,-0.42732897809406634
2008-12-16,-0.40037585261276787
2008-12-17,-0.4061838118332932
2008-12-18,-0.41727867868106394
2008-12-19,-0.41978522981647315
2008-12-22,-0.4272197297568521
2008-12-23,-0.4331408390409208
2008-12-24,-0.4298512045861309
2008-12-26,-0.4265619123880364
2008-12-29,-0.4282065927127532
2008-12-30,-0.41465329602096535
2008-12-31,-0.406297988666923
2009-01-02,-0.3884030288896144
2009-01-05,-0.38912642264129405
2009-01-06,-0.3850473388925866
2009-01-07,-0.4034691001756604
2009-01-08,-0.401034286043635
2009-01-09,-0.4138639836297259
2009-01-12,-0.42794353421656606
2009-01-13,-0.4268906499440963
2009-01-14,-0.44491772080588077
2009-01-15,-0.44472010178987975
2009-01-16,-0.4403780279963243
2009-01-20,-0.4699180664851432
2009-01-21,-0.44702287328876833
2009-01-22,-0.4555757996588117
2009-01-23,-0.4532072806487111
2009-01-26,-0.4494573451640983
2009-01-27,-0.443864768082072
2009-01-28,-0.4250485901830654
2009-01-29,-0.44373327305964794
2009-01-30,-0.45504930618407236
2009-02-02,-0.4566942603141455
2009-02-03,-0.4490622098091047
2009-02-04,-0.4517597401806216
2009-02-05,-0.44360188071423257
2009-02-06,-0.42774581252355626
2009-02-09,-0.42695629477829966
2009-02-10,-0.4532072806487111
2009-02-11,-0.44998335947946366
2009-02-12,-0.44958860060683525
2009-02-13,-0.45551005214759954
2009-02-17,-0.47880027802195924
2009-02-18,-0.48005013102270844
2009-02-19,-0.4856424685250478
2009-02-20,-0.4906427019441142
2009-02-23,-0.508866912662526
2009-02-24,-0.4902476692661294
2009-02-25,-0.4942611081806335
2009-02-26,-0.5024849205122518
2009-02-27,-0.5136037795543793
2009-03-02,-0.5355122809232007
2009-03-03,-0.5389993632656439
2009-03-04,-0.5280778152084914
2009-03-05,-0.5473548417480338
2009-03-06,-0.5465655293567944
2009-03-09,-0.5518944318805816
2009-03-10,-0.5251832818830253
2009-03-11,-0.5220910953158888
2009-03-12,-0.5032743355804998
2009-03-13,-0.49939287084779327
2009-03-16,-0.5009059192474079
2009-03-17,-0.4856424685250478
2009-03-18,-0.4741288848359614
2009-03-19,-0.4806421666546422
2009-03-20,-0.49170137035473827
2009-03-23,-0.45519103468169264
2009-03-24,-0.4659256079060752
2009-03-25,-0.4602930894676801
2009-03-26,-0.44929330152992863
2009-03-27,-0.45923264132223907
2009-03-30,-0.47791910393363857
2009-03-31,-0.4730818189273157
2009-04-01,-0.46287712751895804
2009-04-02,-0.44717326088078546
2009-04-03,-0.4416734353632489
2009-04-06,-0.44604672296743686
2009-04-07,-0.45896800844525254
2009-04-08,-0.4531367757694308
2009-04-09,-0.43140265418698376
2009-04-13,-0.4312700981688036
2009-04-14,-0.44107691616860345
2009-04-15,-0.4351135724083057
2009-04-16,-0.4268307207967079
2009-04-17,-0.4229873150085449
2009-04-20,-0.44717326088078535
2009-04-21,-0.4363723583088084
2009-04-22,-0.43981809604243105
2009-04-23,-0.4343183389762335
2009-04-24,-0.4257703411026059
2009-04-27,-0.43120407685223505
2009-04-28,-0.4329932921794756
2009-04-29,-0.420933364127309
2009-04-30,-0.42073458143854314
2009-05-01,-0.4176201824118664
2009-05-04,-0.3978074899181444
2009-05-05,-0.399861988410093
2009-05-06,-0.38945868544131734
2009-05-07,-0.3979402170646723
2009-05-08,-0.38389270170453405
2009-05-11,-0.39542202920161496
2009-05-12,-0.3972111418518468
2009-05-13,-0.4123853662536813
2009-05-14,-0.40734926433292307
2009-05-15,-0.4121867204675935
2009-05-18,-0.3954882900978701
2009-05-19,-0.3962175022133738
2009-05-20,-0.4002593484336072
2009-05-21,-0.40887340184947274
2009-05-22,-0.41013270113501876
2009-05-26,-0.39502487453211765
2009-05-27,-0.40582553752440775
2009-05-28,-0.39754285704115777
2009-05-29,-0.3868743735846828
2009-06-01,-0.372031727469481
2009-06-02,-0.371501845653456
2009-06-03,-0.37945301630141226
2009-06-04,-0.37362185207692955
2009-06-05,-0.37348926183307984
2009-06-08,-0.3760737790437316
2009-06-09,-0.37289318757213874
2009-06-10,-0.37448310682557007
2009-06-11,-0.3717002860855262
2009-06-12,-0.36997750278288866
2009-06-15,-0.3844228573259151
2009-06-16,-0.3927718671567595
2009-06-17,-0.3933680783203789
2009-06-18,-0.3889284613685964
2009-06-19,-0.38667634386064675
2009-06-22,-0.4050682603598701
2009-06-23,-0.40460155912984064
2009-06-24,-0.399470309847724
2009-06-25,-0.3864096574434871
2009-06-26,-0.3880092283357325
2009-06-29,-0.3822779346150066
2009-06-30,-0.38727597759122157
2009-07-01,-0.38474368875230824
2009-07-02,-0.40153610281062524
2009-07-06,-0.4016029113175934
2009-07-07,-0.41319733603816466
2009-07-08,-0.41359736566390426
2009-07-09,-0.41246470135570557
2009-07-10,-0.4138640520810639
2009-07-13,-0.399603721507643
2009-07-14,-0.3962052494236734
2009-07-15,-0.37854651521762206
2009-07-16,-0.3795462470252754
2009-07-17,-0.37274930285733643
2009-07-20,-0.3660857018979772
2009-07-21,-0.3631537256900198
2009-07-22,-0.36328652128788685
2009-07-23,-0.349226410881353
2009-07-24,-0.34656084728519887
2009-07-27,-0.3446282606281994
2009-07-28,-0.34769378539875384
2009-07-29,-0.3492927402289473
2009-07-30,-0.34249627522038206
2009-07-31,-0.34156328346835774
2009-08-03,-0.3307014249789063
2009-08-04,-0.32896885313477653
2009-08-05,-0.3309013028890979
2009-08-06,-0.3343665150286965
2009-08-07,-0.3256369157524188
2009-08-10,-0.32703654028313356
2009-08-11,-0.33543264463528344
2009-08-12,-0.32830261625125123
2009-08-13,-0.3231715038718129
2009-08-14,-0.328369150952863
2009-08-17,-0.3448953577533941
2009-08-18,-0.3396975737696658
2009-08-19,-0.333900224506702
2009-08-20,-0.3270365402831339
2009-08-21,-0.3138423393162997
2009-08-24,-0.31390901092058965
2009-08-25,-0.31257646870219946
2009-08-26,-0.31250986554924864
2009-08-27,-0.31097689780995397
2009-08-28,-0.31111030946987295
2009-08-31,-0.31724081140026916
2009-09-01,-0.33230072206579553
2009-09-02,-0.33483314780738715
2009-09-03,-0.3293020742535484
2009-09-04,-0.3199065118991017
2009-09-08,-0.31404242258050874
2009-09-09,-0.3087781038951688
2009-09-10,-0.30171447331007006
2009-09-11,-0.3018476796159717
2009-09-14,-0.29844941288601956
2009-09-15,-0.2955174366780622
2009-09-16,-0.2848555245501414
2009-09-17,-0.28592151725405
2009-09-18,-0.28546638430032967
2009-09-21,-0.2872739103607812
2009-09-22,-0.2831228842546726
2009-09-23,-0.2890817786779283
2009-09-24,-0.2969154868279775
2009-09-25,-0.3006651142815644
2009-09-28,-0.288144406040201
2009-09-29,-0.2902867960515625
2009-09-30,-0.2930322423604541
2009-10-01,-0.3105741301306504
2009-10-02,-0.3137877835990318
2009-10-05,-0.3035437668963574
2009-10-06,-0.2935677371862858
2009-10-07,-0.29162618340386337
2009-10-08,-0.28620278380643926
2009-10-09,-0.2818507845687135
2009-10-12,-0.27903859820419286
2009-10-13,-0.280511671021769
2009-10-14,-0.2681252643077332
2009-10-15,-0.26544717411652263
2009-10-16,-0.2709371084155584
2009-10-19,-0.2649116792906909
2009-10-20,-0.2687950606608923
2009-10-21,-0.27535646377096523
2009-10-22,-0.26799130503710145
2009-10-23,-0.2763607818183388
2009-10-26,-0.2841941477116924
2009-10-27,-0.28747488349239836
2009-10-28,-0.3009326221147932
2009-10-29,-0.28593500216785406
2009-10-30,-0.3066237348994636
2009-11-02,-0.3015353361556278
2009-11-03,-0.2993257269292635
2009-11-04,-0.2975179270634556
2009-11-05,-0.28459595707224883
2009-11-06,-0.2827210064427772
2009-11-09,-0.26638468365692813
2009-11-10,-0.2662505874836181
2009-11-11,-0.26250116538404833
2009-11-12,-0.2700000095831875
2009-11-13,-0.2660496143520006
2009-11-16,-0.2554042674481437
2009-11-17,-0.2545335664147065
2009-11-18,-0.25500225273357
2009-11-19,-0.26471070615907344
2009-11-20,-0.2673216455866203
2009-11-23,-0.2580151384243513
2009-11-24,-0.2568769980090242
2009-11-25,-0.25426578477612083
2009-11-27,-0.2663846836569277
2009-11-30,-0.26390722434063885
2009-12-01,-0.2548012111506134
2009-12-02,-0.25513593819884517
2009-12-03,-0.260961420962182
2009-12-04,-0.2567431756410705
2009-12-07,-0.2578813845077368
2009-12-08,-0.2661164913103078
2009-12-09,-0.2633713872581116
2009-12-10,-0.2592202242493248
2009-12-11,-0.25607344773925067
2009-12-14,-0.2509849805440758
2009-12-15,-0.25446682635907736
2009-12-16,-0.2533284805897329
2009-12-17,-0.26230005534975276
2009-12-18,-0.2581267141070953
2009-12-21,-0.2505874836178832
2009-12-22,-0.2478949501941211
2009-12-23,-0.2464140739238867
2009-12-24,-0.24284645858098464
2009-12-28,-0.24123073317270993
2009-12-29,-0.24230781499355403
2009-12-30,-0.24257717101293885
2009-12-31,-0.24984704548276615
2010-01-04,-0.23712474804773365
2010-01-05,-0.23510522819006863
2010-01-06,-0.2345668584079944
2010-01-07,-0.23133561294546257
2010-01-08,-0.22877772330572332
2010-01-11,-0.22770050458220126
2010-01-12,-0.23490309138568666
2010-01-13,-0.22844114807133575
2010-01-14,-0.2263542720959898
2010-01-15,-0.23503821432908345
2010-01-19,-0.22547905327417161
2010-01-20,-0.23335506435178865
2010-01-21,-0.24809729235252076
2010-01-22,-0.26485828724618765
2010-01-25,-0.2610888089042598
2010-01-26,-0.2641849998747342
2010-01-27,-0.2606849460035303
2010-01-28,-0.2691662038215289
2010-01-29,-0.2771092972114705
2010-02-01,-0.2658680129493506
2010-02-02,-0.2569824130712486
2010-02-03,-0.2606849460035301
2010-02-04,-0.28350436356751396
2010-02-05,-0.282023145040584
2010-02-08,-0.28720648579176067
2010-02-09,-0.27825394050401253
2010-02-10,-0.2796673237538877
2010-02-11,-0.2721281617160147
2010-02-12,-0.27273409296978723
2010-02-16,-0.2612903296465898
2010-02-17,-0.25779027577538605
2010-02-18,-0.2534149346310246
2010-02-19,-0.2518664968890918
2010-02-22,-0.2517316477510516
2010-02-23,-0.2608192475308573
2010-02-24,-0.2540204551767624
2010-02-25,-0.2550302493312644
2010-02-26,-0.2545591672155322
2010-03-01,-0.24681807372729425
2010-03-02,-0.24473106084927
2010-03-03,-0.24405784192915547
2010-03-04,-0.24176917140612297
2010-03-05,-0.23093202385008904
2010-03-08,-0.23079710626070982
2010-03-09,-0.2295182298921793
2010-03-10,-0.22608477917392633
2010-03-11,-0.22285394441942918
2010-03-12,-0.2227863829477308
2010-03-15,-0.2225846568513834
2010-03-16,-0.21639165884838274
2010-03-17,-0.21174730394133223
2010-03-18,-0.2121508930367053
2010-03-19,-0.2161391418584182
2010-03-22,-0.211948003267593
2010-03-23,-0.20640570369414069
2010-03-24,-0.210258281961744
2010-03-25,-0.21154229218070741
2010-03-26,-0.21201577009330852
2010-03-29,-0.20701403074478175
2010-03-30,-0.2064731967144997
2010-03-31,-0.2091768877065363
2010-04-01,-0.20376977952781972
2010-04-05,-0.1972807979345218
2010-04-06,-0.19538825531089965
2010-04-07,-0.19998442047521914
2010-04-08,-0.19721316801148436
2010-04-09,-0.1919408405194689
2010-04-12,-0.1906565564951489
2010-04-13,-0.19004836634718592
2010-04-14,-0.18085589911586863
2010-04-15,-0.18017980523951183
2010-04-16,-0.19322526144646712
2010-04-19,-0.1901834892905826
2010-04-20,-0.182951331508603
2010-04-21,-0.18443843685069616
2010-04-22,-0.18200506019679208
2010-04-23,-0.17666517123307823
2010-04-26,-0.17977464176333924
2010-04-27,-0.19917334055814384
2010-04-28,-0.19309000160039202
2010-04-29,-0.1830863860006603
2010-04-30,-0.19694285367335174
2010-05-03,-0.18653352698673464
2010-05-04,-0.2056622537001025
2010-05-05,-0.21039367871049675
2010-05-06,-0.23661930335976933
2010-05-07,-0.24797490135819744
2010-05-10,-0.21485444712606316
2010-05-11,-0.21708507091353324
2010-05-12,-0.20613525245332975
2010-05-13,-0.21600367665832565
2010-05-14,-0.23019795168950863
2010-05-17,-0.2297924459566405
2010-05-18,-0.2402689234069212
2010-05-19,-0.24459497958712573
2010-05-20,-0.27311878949556656
2010-05-21,-0.2625069152965328
2010-05-24,-0.27196949151196514
2010-05-25,-0.2712260415179272
2010-05-26,-0.2756195222671517
2010-05-27,-0.25135386481052135
2010-05-28,-0.2607495640676464
2010-06-01,-0.2731862825159257
2010-06-02,-0.2542602402176528
2010-06-03,-0.25169201442570854
2010-06-04,-0.2779853374493575
2010-06-07,-0.28697491491156246
2010-06-08,-0.27933711449403675
2010-06-09,-0.2831897612129791
2010-06-10,-0.26223639560438294
2010-06-11,-0.25865406322357276
2010-06-14,-0.25980301895047864
2010-06-15,-0.2429726828502966
2010-06-16,-0.2432431340911072
2010-06-17,-0.24202668534384209
2010-06-18,-0.24120458476117057
2010-06-21,-0.2433777094237911
2010-06-22,-0.25587418589111055
2010-06-23,-0.25818284420516235
2010-06-24,-0.2704752672306048
2010-06-25,-0.26741932564752513
2010-06-28,-0.26972832621827236
2010-06-29,-0.29227571816064635
2010-06-30,-0.2989989402363675
2010-07-01,-0.3021229224505191
2010-07-02,-0.3059258734972702
2010-07-06,-0.3013759814381868
2010-07-07,-0.27937202467698097
2010-07-08,-0.272240901071523
2010-07-09,-0.2668077813839459
2010-07-12,-0.2663325921878672
2010-07-13,-0.2552628469815488
2010-07-14,-0.25533068225860356
2010-07-15,-0.25512697107342186
2010-07-16,-0.2756365666505892
2010-07-19,-0.27135801569972484
2010-07-20,-0.2632763083480921
2010-07-21,-0.2728522399810851
2010-07-22,-0.25662078464674754
2010-07-23,-0.25016917748460177
2010-07-26,-0.24235935885190085
2010-07-27,-0.24242726258029457
2010-07-28,-0.24731687863536456
2010-07-29,-0.25098436448202344
2010-07-30,-0.2511197612307765
2010-08-02,-0.2342096108691959
2010-08-03,-0.23787689136183732
2010-08-04,-0.23278342721890777
2010-08-05,-0.2335985457649904
2010-08-06,-0.2367224595278029
2010-08-09,-0.23264741440810288
2010-08-10,-0.23679036325619685
2010-08-11,-0.25770765500908366
2010-08-12,-0.2622577524221844
2010-08-13,-0.2644308086334657
2010-08-16,-0.26477053262945227
2010-08-17,-0.25573796772628843
2010-08-18,-0.2543799616097505
2010-08-19,-0.2673512850164532
2010-08-20,-0.2697283262182725
2010-08-23,-0.2725127897904549
2010-08-24,-0.28331112543721526
2010-08-25,-0.2805264565110156
2010-08-26,-0.2853482372890309
2010-08-27,-0.2742786974367297
2010-08-30,-0.28480493901054116
2010-08-31,-0.28480493901054116
2010-09-01,-0.26341218425621915
2010-09-02,-0.25655322317504925
2010-09-03,-0.2469091824596451
2010-09-07,-0.2553987228896756
2010-09-08,-0.25016917748460177
